ubigeo,mean_dist_km,median_dist_km,max_dist_km,n_ccpp,pct_beyond_10km,pct_beyond_25km
060417,1.507787270044003,1.465781667427505,4.828478940782623,83,0.0,0.0
060418,4.041878489380795,3.1754559484597693,10.981233368450289,42,0.023809523809523808,0.0
060419,1.2777760493135997,1.081096726264465,4.0256027622636745,42,0.0,0.0
060501,3.968625050235523,3.090933408332192,10.023122555945012,165,0.01818181818181818,0.0
060502,4.683125694171579,4.401257782274291,9.561134277305921,56,0.0,0.0
060503,3.6260864707247062,3.1459933752352196,15.810551160443877,65,0.03076923076923077,0.0
060504,2.0032702434110754,2.0923806750158116,4.617296623376503,56,0.0,0.0
060505,4.029842616803424,3.102268409873678,12.200319529550683,78,0.07692307692307693,0.0
060506,3.8867883147054907,4.1999876357910235,7.024789355328241,83,0.0,0.0
060507,3.6123547201417585,3.6142394346560622,7.199936673731317,50,0.0,0.0
060508,3.1508033784140013,3.124693010390031,7.9341704424893065,47,0.0,0.0
060601,1.0884125382575298,1.0558052346568614,2.9966810487661935,195,0.0,0.0
060602,1.44949240950828,1.415074989663799,5.1127735070993685,120,0.0,0.0
060603,2.280679030025515,1.8216819954880676,6.12712140973311,41,0.0,0.0
060604,1.774273827601789,1.9200256811684024,3.4475530014603155,28,0.0,0.0
060605,0.6239942132452064,0.6359960699653583,1.6752498453861222,19,0.0,0.0
060606,1.6719014256176767,1.5414248205141836,3.81189497927116,53,0.0,0.0
060607,1.6690682320686452,1.3968201697439324,4.627586534173417,111,0.0,0.0
060608,1.3453284898538536,1.0265028570452968,3.9797749706383287,15,0.0,0.0
060609,1.5704132275471565,1.5800736623918117,3.0960942484924328,34,0.0,0.0
060610,1.5009892156477904,1.412041701631377,3.946552535002129,27,0.0,0.0
060611,1.4312417141045182,1.4393310544933517,3.2710148481389485,63,0.0,0.0
060612,0.9400510643357108,0.8968845372129344,3.4510550108018774,38,0.0,0.0
060613,1.4897975238972854,1.2579342908803275,4.141647681920603,53,0.0,0.0
060614,1.2791809575911637,1.2943332600727548,3.098250079275669,54,0.0,0.0
060615,2.3493162138417003,2.2928998949264714,4.289097576395771,33,0.0,0.0
060701,1.5644743757682398,1.5113276708340906,4.245399719331726,227,0.0,0.0
060702,2.3132397785046304,1.6007428321303308,6.49228301784198,23,0.0,0.0
060703,1.8758548752583506,1.5759301801337593,4.814606622891515,75,0.0,0.0
060801,2.2925199180148734,2.118684999322634,6.344602827820353,146,0.0,0.0
060802,3.237685466337851,3.1918827476094296,7.923263792380841,101,0.0,0.0
060803,3.909792045599708,3.6308187182065317,9.090445959873815,67,0.0,0.0
060804,2.968295546144103,2.999419349124377,6.845376473180167,137,0.0,0.0
060805,2.5264095935076316,2.5332264656985357,4.120605988349565,31,0.0,0.0
060806,1.7329578334330094,1.5890164080515627,4.156035614528929,43,0.0,0.0
060807,4.63384518316007,3.797044040264925,13.561155367950438,95,0.09473684210526316,0.0
060808,3.067409529898222,3.2164160856987256,6.401839451817176,53,0.0,0.0
060809,2.6940969049106784,2.468791951676734,6.165944498367766,118,0.0,0.0
060810,3.8663370332489855,3.487647580552686,9.31582668223343,82,0.0,0.0
060811,2.4199363519766104,2.0726669030274687,7.374120702485358,55,0.0,0.0
060812,2.629935253663576,2.3536874250308912,6.781564447074319,61,0.0,0.0
060901,2.21276850440182,1.8550121038554492,6.3240718636354085,99,0.0,0.0
060902,2.6018976052791176,2.46355035569524,6.218516926603305,82,0.0,0.0
060903,3.3458339278680227,3.357127537597015,8.644858495489702,90,0.0,0.0
060904,1.4578807760934807,1.378468998423004,4.448083417266308,91,0.0,0.0
060905,3.3186621091912527,3.5793607333602036,6.396324589730853,39,0.0,0.0
060906,3.424159669852686,3.692096826879018,8.571968239505221,95,0.0,0.0
060907,4.673458560187822,4.939523695165073,10.092166536655549,104,0.009615384615384616,0.0
061001,2.909084546904533,2.7633764540356,6.510999509934336,81,0.0,0.0
061002,2.8411234757096038,2.9174807973500476,7.96502307323707,31,0.0,0.0
061003,2.7315356552080994,2.7345400528525947,4.6727996563723,11,0.0,0.0
061004,2.811596002564145,2.6786052668086686,5.69966131451076,72,0.0,0.0
061005,1.8983109005407246,1.4716527310559677,4.276998411534084,21,0.0,0.0
061006,2.9123699261073863,2.871090549818067,6.609379275215936,73,0.0,0.0
061007,3.246881905888003,2.7790313276379353,9.85330406717976,87,0.0,0.0
061101,2.416458557098363,2.2590319279003275,5.8776206817829415,104,0.0,0.0
061102,2.3510539551295624,2.257036387206979,4.1994621860245624,41,0.0,0.0
061103,5.04429960535052,5.728701855169075,8.907227032718584,37,0.0,0.0
061104,3.229003027217316,3.3610717390031493,6.657415317078262,33,0.0,0.0
061105,1.7806220359205007,1.669491847279689,3.512514688308222,15,0.0,0.0
061106,2.869718323523214,2.802127534140258,5.880812534906098,31,0.0,0.0
